Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity,,,
4/11/2020,398,33,142,7,53,71,65,83,55,38,26,0,184,212,2,103,17,144,53,16,65,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,30,33,31,20,0,58,83,1,37,5,75,15,7,3,,,
4/19/2020,464,35,161,7,68,61,66,76,75,51,60,0,211,251,2,142,21,176,55,22,48,0,0,0,3,7,8,5,12,0,11,24,0,13,3,13,4,2,0,1,13,8,16,37,31,30,25,0,71,89,1,57,7,62,22,10,3,,,
7/9/2020,288,8,27,27,95,58,40,34,22,7,5,0,136,151,1,85,4,87,60,9,43,0,0,0,0,1,2,5,0,0,4,4,0,3,0,3,2,0,0,0,4,3,1,10,5,2,2,0,12,15,0,7,2,14,4,0,0,,,
5/28/2020,521,22,51,41,111,89,98,69,62,27,24,0,257,255,9,210,7,114,58,14,118,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,3,2,4,5,7,12,6,12,0,28,23,0,22,2,17,8,1,1,,,
3/31/2020,490,16,160,5,57,103,98,92,69,39,27,0,259,224,7,106,16,218,81,16,53,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,6,16,25,33,31,27,20,0,68,87,5,28,3,98,17,10,4,,,
5/6/2020,976,43,133,55,190,163,213,169,95,53,38,0,473,469,34,463,13,147,88,39,226,0,0,1,3,5,11,9,14,0,14,29,0,12,5,14,12,0,0,2,1,11,21,23,31,25,19,0,61,72,0,45,1,50,23,14,0,,,
6/5/2020,339,17,32,33,76,71,51,50,29,18,10,1,171,167,1,176,3,49,28,11,72,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,5,5,5,8,2,6,1,0,16,16,0,13,0,14,2,2,1,,,
5/17/2020,326,41,69,17,54,57,37,65,44,22,30,0,155,168,3,138,6,70,30,13,69,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,2,5,5,14,22,11,10,0,31,38,0,24,3,23,12,3,4,,,
5/25/2020,252,23,60,7,34,35,41,43,49,26,17,0,123,126,3,76,6,67,39,3,61,0,0,1,0,4,4,7,7,0,11,12,0,6,0,10,6,1,0,2,7,3,5,6,12,10,15,0,30,30,0,18,2,30,5,1,4,,,
3/30/2020,443,12,160,6,54,79,81,83,61,43,36,0,219,224,0,85,12,213,78,17,38,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,10,16,33,34,34,24,0,69,91,0,26,2,103,19,9,1,,,
7/13/2020,338,3,26,36,101,68,45,36,31,7,14,0,192,143,3,124,7,91,58,8,50,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,5,2,5,4,3,3,0,15,11,0,8,2,10,5,1,0,,,
3/29/2020,283,21,129,4,30,48,54,50,50,30,17,0,128,155,0,55,11,146,38,10,23,0,1,0,1,4,4,6,5,0,4,17,0,2,2,15,2,0,0,0,5,12,25,22,27,24,14,0,57,72,0,22,3,91,10,2,1,,,
7/10/2020,343,6,23,35,120,74,50,24,17,18,5,0,167,174,2,101,6,97,63,10,66,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,4,1,8,4,0,11,12,0,4,0,15,4,0,0,,,
4/22/2020,1060,45,148,34,171,170,167,208,151,65,94,0,520,482,58,426,22,227,103,46,236,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,1,5,10,28,25,33,20,26,0,70,77,1,47,4,60,25,11,1,,,
6/12/2020,247,21,19,32,60,42,46,27,21,8,11,0,140,103,4,127,2,40,21,6,51,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,0,2,3,6,5,1,0,9,10,0,9,0,7,2,0,1,,,
7/8/2020,310,4,22,37,100,70,39,32,19,11,2,0,160,149,1,90,8,70,54,12,76,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,1,5,2,2,2,3,4,3,0,11,11,0,7,1,8,4,0,2,,,
4/3/2020,468,24,161,2,73,64,77,93,79,49,31,0,257,210,1,112,25,183,79,16,53,0,0,1,2,2,4,6,9,0,12,12,0,3,0,19,2,0,0,2,7,11,23,26,39,32,21,0,76,84,1,37,4,90,20,6,4,,,
5/18/2020,948,33,85,67,236,152,190,150,83,46,23,1,496,440,12,428,10,146,70,36,258,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,11,8,10,16,10,14,15,0,42,43,0,32,0,35,13,4,1,,,
8/5/2020,377,4,13,45,115,82,52,33,32,14,4,0,185,190,2,169,3,83,71,12,39,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,0,0,1,4,2,3,3,0,7,6,0,2,0,8,3,0,0,,,
5/23/2020,328,30,67,31,64,57,54,54,36,18,14,0,176,150,2,124,7,68,32,10,87,0,1,1,1,2,4,9,12,0,16,14,0,9,0,10,11,0,0,3,7,5,9,8,19,7,9,0,28,39,0,27,3,30,4,2,1,,,
4/2/2020,442,15,170,2,60,70,85,92,58,41,34,0,210,227,5,88,13,227,58,18,38,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,7,15,28,32,35,31,21,0,70,99,1,40,3,97,20,9,1,,,
8/18/2020,394,1,12,50,121,74,58,45,23,19,4,0,202,189,3,182,6,59,75,9,63,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,1,0,1,2,3,0,7,5,0,4,0,5,3,0,0,,,
6/20/2020,124,10,17,18,32,17,21,19,5,9,3,0,64,60,0,69,1,15,17,4,18,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,2,1,2,3,0,3,0,9,8,0,10,0,4,3,0,0,,,
5/7/2020,939,49,136,58,180,194,171,146,117,40,33,0,479,449,11,432,10,122,90,48,237,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,8,1,2,2,4,17,19,19,34,24,17,0,53,83,0,59,3,41,22,9,2,,,
8/3/2020,422,3,24,55,121,87,66,47,25,14,7,0,217,203,2,214,9,67,68,17,47,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,1,3,7,2,6,3,0,7,17,0,10,1,8,3,2,0,,,
4/26/2020,434,51,127,13,84,54,96,66,57,32,32,0,229,202,3,149,18,89,59,23,96,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,12,5,22,21,28,19,20,0,56,71,0,54,3,34,24,10,2,,,
7/5/2020,88,3,12,6,28,19,14,11,8,2,0,0,52,35,1,23,0,19,19,7,20,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,1,3,2,1,1,2,0,3,9,0,4,1,3,4,0,0,,,
7/15/2020,269,7,18,31,84,51,33,34,18,12,6,0,150,119,0,98,4,84,40,9,34,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,4,2,1,2,3,4,2,0,10,8,0,6,0,7,4,1,0,,,
7/22/2020,369,4,19,40,124,82,57,29,22,14,1,0,190,173,6,137,9,78,95,10,40,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,1,3,2,5,0,3,4,1,0,12,7,0,6,1,11,1,0,0,,,
7/18/2020,134,4,12,13,38,25,21,20,9,5,3,0,62,72,0,41,1,42,20,5,25,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,1,1,1,2,4,2,0,7,5,0,1,0,8,2,1,0,,,
4/4/2020,326,22,158,2,34,38,61,70,63,33,25,0,152,174,0,69,14,144,43,18,38,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,10,22,33,45,23,21,0,78,79,1,39,10,78,21,7,3,,,
8/16/2020,123,2,12,11,40,29,9,15,10,7,1,1,58,63,2,27,6,19,41,9,21,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,4,0,1,0,5,0,1,0,7,4,1,6,1,4,0,0,1,,,
5/29/2020,463,19,41,33,117,70,85,75,42,18,23,0,250,208,5,219,9,98,34,14,89,0,0,0,1,3,4,6,5,0,11,8,0,6,0,10,2,1,0,3,1,2,5,10,7,7,6,0,24,17,0,7,1,24,7,2,0,,,
4/1/2020,460,24,181,3,57,69,87,84,90,41,29,0,237,204,19,99,19,221,62,15,44,0,0,1,1,1,7,6,8,0,12,12,0,3,1,19,0,0,1,1,5,13,26,39,42,31,24,0,78,97,6,38,5,99,27,8,4,,,
8/9/2020,116,2,11,16,42,21,12,6,9,6,4,0,54,62,0,42,4,17,35,2,16,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,4,1,0,2,2,0,2,0,8,3,0,1,0,9,0,0,1,,,
8/6/2020,349,4,16,38,114,73,52,30,22,11,9,0,177,170,2,139,6,79,77,12,36,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,0,1,0,1,4,1,0,5,1,1,3,0,7,9,0,5,0,5,5,0,1,,,
8/1/2020,141,5,16,7,45,27,18,24,11,6,3,0,69,72,0,48,0,32,32,6,23,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,0,0,1,0,3,2,4,2,0,4,1,0,8,8,0,6,0,8,2,0,0,,,
8/19/2020,470,5,17,56,143,84,57,70,40,13,7,0,250,218,2,201,4,79,92,23,71,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,0,2,1,1,4,2,5,2,0,10,7,0,3,0,10,4,0,0,,,
5/26/2020,754,23,53,61,162,129,138,126,76,40,22,0,394,353,7,355,15,114,60,35,175,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,4,17,10,5,5,0,29,24,0,19,0,24,7,2,1,,,
5/9/2020,522,52,83,34,103,100,99,90,54,28,13,1,265,253,4,244,9,91,37,17,124,0,1,0,4,6,6,11,24,0,23,29,0,26,3,14,8,1,0,1,7,8,11,16,17,14,9,0,43,39,1,35,1,27,13,5,2,,,
3/23/2020,292,3,105,4,46,56,54,56,30,35,11,0,141,151,0,38,13,134,74,11,22,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,5,15,13,18,17,26,10,0,51,53,1,16,5,66,12,5,1,,,
7/28/2020,335,3,11,39,86,75,67,33,19,9,7,0,185,147,3,154,11,72,45,10,43,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,2,4,1,0,0,2,1,0,8,3,0,4,0,6,1,0,0,,,
3/18/2020,162,1,37,2,31,32,40,23,18,11,5,0,80,82,0,19,8,64,62,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,7,9,8,6,0,11,26,0,6,3,20,7,0,1,,,
7/2/2020,254,6,19,25,80,43,39,28,21,10,8,0,144,110,0,78,5,62,50,6,53,0,0,0,0,1,1,1,3,0,3,3,0,3,0,2,1,0,0,0,5,2,3,1,3,1,4,0,9,10,0,6,0,6,5,1,1,,,
6/6/2020,171,21,31,18,34,22,36,28,20,9,4,0,88,82,1,81,1,26,22,6,35,0,0,1,1,0,8,7,4,0,7,14,0,9,1,9,2,0,0,0,5,4,2,5,9,2,4,0,10,21,0,13,0,11,6,0,1,,,
8/26/2020,382,2,21,48,124,79,43,43,23,13,9,0,190,188,4,183,6,42,77,16,58,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,1,4,2,1,3,3,4,3,0,13,8,0,10,1,5,2,2,1,,,
8/31/2020,342,0,,44,107,55,49,45,24,12,6,0,180,162,0,146,3,38,40,11,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
4/16/2020,681,30,155,8,119,115,119,122,95,62,41,0,320,353,8,232,15,203,93,28,110,0,0,0,2,3,6,8,11,0,14,16,0,5,3,16,6,0,0,0,6,10,15,34,33,33,24,0,55,98,2,45,2,72,23,11,2,,,
4/24/2020,1080,53,168,30,181,171,185,191,158,74,90,0,497,535,48,417,29,222,148,58,206,0,1,2,0,6,12,15,17,0,19,34,0,14,2,22,15,0,0,3,4,22,16,34,42,25,22,0,77,90,1,66,4,60,26,11,1,,,
5/15/2020,991,50,80,81,189,205,172,138,104,65,37,0,548,433,10,447,11,171,84,37,241,0,0,2,1,7,14,12,14,0,16,34,0,19,0,12,17,2,0,0,12,7,14,8,15,11,13,0,47,33,0,26,1,34,15,1,3,,,
6/14/2020,92,12,22,6,23,18,19,14,6,2,4,0,44,48,0,29,1,24,5,5,28,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,3,1,5,3,5,2,1,0,7,15,0,11,1,7,2,0,1,,,
3/22/2020,169,2,75,6,23,28,31,37,24,14,6,0,75,94,0,22,6,82,50,6,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,6,9,12,15,13,14,5,0,36,38,1,11,4,49,7,3,1,,,
7/16/2020,297,2,23,27,88,67,42,31,22,10,10,0,156,140,1,93,3,78,59,12,52,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,7,2,4,3,3,2,2,0,12,11,0,8,1,9,5,0,0,,,
7/26/2020,97,6,11,7,23,24,12,17,8,4,2,0,47,50,0,27,3,20,26,3,18,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,1,1,4,2,0,2,0,4,7,0,3,0,5,3,0,0,,,
6/13/2020,121,18,17,13,26,19,14,22,14,7,6,0,66,55,0,47,0,22,16,8,28,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,0,2,0,4,2,3,1,5,0,9,8,0,6,0,7,4,0,0,,,
4/9/2020,580,25,158,9,82,104,104,130,74,41,36,0,258,313,9,173,24,206,83,29,65,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,16,35,33,30,25,0,65,87,6,29,6,85,30,7,1,,,
3/6/2020,3,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,0,0,,,
7/14/2020,322,3,19,46,82,69,48,38,23,15,1,0,184,136,2,137,3,71,61,9,41,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,0,0,1,0,2,2,2,3,6,4,0,0,12,7,0,8,0,8,2,1,0,,,
7/27/2020,365,1,16,51,102,69,50,40,29,14,10,0,193,168,4,173,12,80,51,10,39,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,3,1,4,0,2,3,0,8,8,0,4,2,6,3,0,1,,,
6/2/2020,246,25,39,14,33,44,45,32,34,18,26,0,116,107,23,83,11,51,17,10,74,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,0,4,3,2,7,8,10,5,0,18,21,0,17,1,12,8,1,0,,,
4/13/2020,693,33,156,10,99,115,127,162,89,53,38,0,354,335,4,238,25,210,94,31,95,0,0,1,5,3,8,7,9,0,15,18,0,11,2,17,3,0,0,1,5,11,11,42,29,29,28,0,68,88,0,38,6,69,28,12,3,,,
4/17/2020,780,43,146,16,130,126,144,145,118,50,51,0,386,382,12,284,23,207,115,44,107,0,0,1,2,5,7,13,15,0,14,29,0,11,2,18,11,0,1,3,6,12,18,33,29,26,19,0,66,80,0,50,7,56,17,11,5,,,
3/20/2020,156,0,52,2,23,22,32,31,27,15,4,0,71,85,0,20,6,78,38,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,12,15,11,2,0,19,33,0,8,1,36,6,1,0,,,
7/19/2020,101,2,16,15,27,24,10,13,5,6,1,0,53,47,1,27,2,32,21,3,16,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,1,3,5,1,1,1,0,10,6,0,2,0,10,3,0,1,,,
4/25/2020,637,39,116,32,122,121,132,106,68,32,24,0,309,325,3,265,14,107,76,23,152,0,0,2,1,6,6,11,13,0,14,25,0,12,2,19,6,0,0,0,5,11,13,25,28,19,15,0,51,65,0,44,3,39,18,12,0,,,
4/5/2020,292,26,146,3,31,50,49,73,42,20,24,0,127,162,3,71,11,109,54,11,36,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,11,24,35,25,25,23,0,56,89,1,31,9,80,17,6,3,,,
5/16/2020,516,29,76,35,107,87,93,77,60,35,22,0,279,231,6,203,11,98,51,16,137,0,0,1,3,0,6,5,14,0,9,20,0,9,1,13,6,0,0,2,9,4,11,13,11,15,11,0,37,39,0,27,4,29,10,1,5,,,
3/21/2020,125,2,66,0,18,25,20,28,16,13,5,0,53,72,0,25,6,61,26,3,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,8,19,11,14,4,0,23,43,0,13,4,34,12,2,1,,,
5/5/2020,1092,57,155,54,208,206,218,206,125,48,27,0,550,502,40,484,16,162,97,49,284,0,1,1,1,0,10,17,27,0,26,31,0,17,5,20,13,0,2,2,12,13,18,36,34,23,17,0,75,79,1,53,7,57,24,13,1,,,
4/6/2020,586,22,202,5,78,97,102,112,95,56,41,0,302,274,10,137,20,235,97,26,71,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,6,22,16,42,58,31,27,0,109,91,2,45,10,113,21,10,3,,,
7/12/2020,97,4,13,7,32,15,19,11,4,7,2,0,53,44,0,26,4,26,19,4,18,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,2,0,1,1,2,0,1,2,2,5,0,0,4,9,0,2,2,7,1,1,0,,,
6/22/2020,220,9,27,23,60,35,37,27,20,15,3,0,114,105,1,100,3,44,27,5,41,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,3,3,5,4,4,3,0,12,15,0,14,0,10,3,0,0,,,
4/14/2020,663,33,172,16,103,120,120,124,78,51,51,0,352,310,1,229,24,194,94,36,86,0,1,2,1,3,5,9,12,0,11,22,0,8,2,12,10,0,1,3,7,13,21,38,31,30,29,0,73,98,1,58,4,72,27,9,2,,,
7/4/2020,62,5,13,8,15,10,13,6,7,2,1,0,32,28,2,12,0,17,12,3,18,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,0,1,0,2,0,0,1,5,1,2,2,0,8,5,0,1,0,7,1,1,3,,,
6/1/2020,238,21,51,21,52,35,34,35,17,18,26,0,136,101,1,86,8,51,36,12,45,0,0,0,1,2,4,4,10,0,12,9,0,5,1,9,3,0,3,1,3,9,5,9,6,9,9,0,25,26,0,16,0,25,7,1,2,,,
4/8/2020,702,36,176,11,86,100,106,154,129,68,48,0,317,345,40,170,21,297,102,33,79,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,15,16,37,41,38,27,0,64,111,1,38,5,90,30,13,0,,,
6/4/2020,322,15,27,27,92,63,54,40,27,10,8,1,160,159,3,145,4,64,22,9,78,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,7,1,5,4,6,3,1,0,16,11,0,9,1,11,4,1,1,,,
4/7/2020,561,25,198,2,85,109,94,84,80,55,52,0,294,260,7,163,16,198,89,27,68,0,0,0,1,5,4,10,5,0,11,14,0,6,0,16,1,2,0,0,6,15,23,34,48,33,39,0,88,106,4,41,9,102,36,10,0,,,
5/4/2020,1133,48,123,59,221,223,243,180,111,54,42,0,562,551,20,518,24,185,100,45,261,0,1,0,0,4,10,15,18,0,23,25,0,17,2,19,9,1,0,1,10,8,13,15,25,32,19,0,51,71,1,38,6,49,17,9,4,,,
6/9/2020,257,23,25,19,49,35,46,46,38,14,10,0,117,136,4,110,4,39,36,13,55,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,0,0,6,5,3,4,7,0,9,16,0,5,0,14,4,1,1,,,
5/22/2020,726,34,69,64,155,135,126,112,74,35,25,0,369,347,10,349,10,145,61,27,134,0,0,0,0,6,9,8,11,0,16,18,0,10,2,14,8,0,0,0,7,10,5,8,13,14,12,0,26,42,1,31,3,27,5,0,3,,,
5/2/2020,718,50,162,25,142,126,154,141,75,40,15,0,342,372,4,352,9,108,54,21,174,0,0,1,1,8,14,11,15,0,21,29,0,11,3,24,11,1,0,2,9,8,27,33,31,33,19,0,66,96,0,59,4,61,25,10,3,,,
7/21/2020,288,1,25,25,82,58,55,29,22,8,9,0,142,146,0,92,3,88,51,17,37,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,6,0,5,3,4,0,13,12,0,7,1,11,4,0,2,,,
4/10/2020,572,32,157,22,79,102,97,108,87,42,35,0,251,310,11,164,25,212,76,27,68,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,9,10,22,19,40,27,30,0,64,92,1,51,4,70,22,10,0,,,
4/20/2020,993,40,182,24,158,183,211,195,123,57,41,1,481,501,11,403,26,250,116,45,153,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,9,14,31,35,38,25,29,0,76,105,1,63,5,71,29,12,2,,,
7/20/2020,390,5,18,53,92,90,55,46,36,14,4,0,195,191,4,160,9,86,68,17,50,0,0,1,1,0,2,1,0,0,2,3,0,3,0,1,1,0,0,1,2,3,2,2,4,3,1,0,12,6,0,6,0,11,0,0,1,,,
5/14/2020,780,45,99,49,168,153,132,108,96,44,30,0,397,371,12,328,13,164,72,32,171,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,5,5,13,9,34,19,12,0,43,56,0,37,1,39,15,4,3,,,
6/26/2020,218,13,23,19,61,49,29,24,17,11,8,0,122,95,1,68,4,42,40,5,59,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,1,2,4,6,3,5,0,9,14,0,6,2,11,2,2,0,,,
